********
epoch:1    time:660.8469495773315
train_loss: 0.7299093139492703
********
epoch:2    time:1376.6502220630646
train_loss: 0.458513258282183
********
epoch:3    time:2093.9109864234924
train_loss: 0.3603786932498919
********
epoch:4    time:2810.6509761810303
train_loss: 0.2874040650297897
********
epoch:5    time:3531.994701862335
train_loss: 0.25782026541152786
********
epoch:6    time:4270.893776893616
train_loss: 0.1984172424784413
********
epoch:7    time:4991.846928834915
train_loss: 0.1600262223169057
********
epoch:8    time:5711.7996344566345
train_loss: 0.14284275733059906
********
epoch:9    time:6498.361486196518
train_loss: 0.1393794095275378
********
epoch:10    time:7219.912498474121
train_loss: 0.11133252962269767
********
epoch:11    time:7973.364118337631
train_loss: 0.09388359628542504
********
epoch:12    time:8695.421798944473
train_loss: 0.08602630284298149
********
epoch:13    time:9453.999838113785
train_loss: 0.14704641509136368
********
epoch:14    time:10175.164541482925
train_loss: 0.08207774260128388
********
epoch:15    time:10941.291816711426
train_loss: 0.0738279727547859
********
epoch:16    time:11706.46358036995
train_loss: 0.06692411907343351
********
epoch:17    time:12431.404399394989
train_loss: 0.06433158513371792
********
epoch:18    time:13151.807171106339
train_loss: 0.06058009897016917
********
epoch:19    time:13959.750179290771
train_loss: 0.06049763430098091
********
epoch:20    time:14690.64854478836
train_loss: 0.14568903900507324
********
epoch:21    time:15417.755407333374
train_loss: 0.07820381030992225
********
epoch:22    time:16137.105551242828
train_loss: 0.06093756877111666
********
epoch:23    time:16867.01859354973
train_loss: 0.06458985575973386
update learning rate: 0.000200 -> 0.000040
********
epoch:24    time:17627.263303279877
train_loss: 0.049727656248241964
********
epoch:25    time:18387.717928171158
train_loss: 0.04593274798808676
********
epoch:26    time:19110.498987674713
train_loss: 0.04417497604483306
********
epoch:27    time:19831.39874815941
train_loss: 0.04301180479803471
********
epoch:28    time:20552.09230875969
train_loss: 0.04200880426399234
********
epoch:29    time:21275.984303951263
train_loss: 0.041124506605795336
********
epoch:30    time:22037.465710163116
train_loss: 0.04062352995529319
********
epoch:31    time:22796.15051674843
train_loss: 0.03953671872440211
********
epoch:32    time:23518.541890621185
train_loss: 0.038738701436104195
********
epoch:33    time:24239.798063755035
train_loss: 0.038282289461355014
********
epoch:34    time:24994.286789655685
train_loss: 0.03745319316107215
********
epoch:35    time:25714.3920648098
train_loss: 0.037220848304053346
********
epoch:36    time:26434.929272651672
train_loss: 0.036467594147882476
********
epoch:37    time:27155.096650123596
train_loss: 0.035642254740150286
********
epoch:38    time:27873.50387239456
train_loss: 0.035573778730450256
********
epoch:39    time:28594.812376260757
train_loss: 0.03491948200671962
********
epoch:40    time:29334.146014928818
train_loss: 0.034124576050775624
********
epoch:41    time:30051.986759901047
train_loss: 0.034000088068772645
********
epoch:42    time:30773.410816669464
train_loss: 0.03329599029713809
********
epoch:43    time:31501.881442070007
train_loss: 0.03300055461976464
********
epoch:44    time:32235.16547346115
train_loss: 0.03259730894080918
********
epoch:45    time:32968.15105652809
train_loss: 0.031774363207696665
********
epoch:46    time:33684.68637609482
train_loss: 0.03172805557272049
********
epoch:47    time:34405.645011901855
train_loss: 0.03134977365357908
********
epoch:48    time:35121.45254158974
train_loss: 0.030933017293712506
********
epoch:49    time:35886.69886350632
train_loss: 0.0307124894588985
********
epoch:50    time:36610.847771406174
train_loss: 0.030230856616589356
********
epoch:51    time:37331.61034798622
train_loss: 0.029875420905674747
********
epoch:52    time:38064.83206701279
train_loss: 0.02965063946666541
********
epoch:53    time:38786.332421302795
train_loss: 0.029381530948911452
********
epoch:54    time:39502.75210118294
train_loss: 0.029139891737187753
********
epoch:55    time:40221.14477753639
train_loss: 0.028663770135755492
********
epoch:56    time:40938.29212999344
train_loss: 0.02862320592633201
********
epoch:57    time:41656.17641377449
train_loss: 0.028168502310761297
********
epoch:58    time:42374.06606531143
train_loss: 0.027961562227721167
********
epoch:59    time:43095.38340854645
train_loss: 0.027664580297741024
********
epoch:60    time:43811.08474135399
train_loss: 0.02748024119973584
********
epoch:61    time:44522.272755384445
train_loss: 0.027178847767186886
********
epoch:62    time:45217.309973955154
train_loss: 0.02716333698794898
********
epoch:63    time:45910.61690926552
train_loss: 0.02672745780360819
********
epoch:64    time:46602.9271132946
train_loss: 0.02674554498483637
********
epoch:65    time:47295.44952535629
train_loss: 0.026501161049461926
********
epoch:66    time:47990.22215127945
train_loss: 0.02627204511603121
********
epoch:67    time:48683.98815655708
train_loss: 0.026717964741667915
********
epoch:68    time:49376.486937999725
train_loss: 0.02562371747386375
********
epoch:69    time:50070.458960056305
train_loss: 0.02564547648684746
********
epoch:70    time:50776.55631518364
train_loss: 0.0254170201869324
********
epoch:71    time:51472.110072374344
train_loss: 0.02552185397005643
********
epoch:72    time:52168.83022522926
train_loss: 0.025644565233176805
********
epoch:73    time:52862.82912993431
train_loss: 0.02498316344638866
********
epoch:74    time:53557.88871741295
train_loss: 0.02472218449669655
********
epoch:75    time:54262.20456576347
train_loss: 0.026483404214936074
********
epoch:76    time:54953.88744735718
train_loss: 0.024218278551342513
********
epoch:77    time:55648.73222732544
