resume from 19
********
epoch:1    time:103.39159274101257
train_loss: 1.0507620528892234
********
epoch:2    time:198.36890697479248
train_loss: 0.7857594092686971
********
epoch:3    time:294.5023820400238
train_loss: 0.6668604794475768
********
epoch:4    time:391.4103546142578
train_loss: 0.585693065766935
********
epoch:5    time:489.5063784122467
train_loss: 0.5663890441258749
********
epoch:6    time:588.348842382431
train_loss: 0.5073650087471362
********
epoch:7    time:686.1603789329529
train_loss: 0.46951629828523705
********
epoch:8    time:784.3001260757446
train_loss: 0.4510606367278982
********
epoch:9    time:882.3222668170929
train_loss: 0.42469487090905506
********
epoch:10    time:980.0387239456177
train_loss: 0.4110205896474697
kappa: 0.5311696912819371

oa: 64.82175925925925

********
epoch:11    time:2219.327807188034
train_loss: 0.40217545683737155
********
epoch:12    time:2317.247901916504
train_loss: 0.391350562925692
********
epoch:13    time:2415.2332441806793
train_loss: 0.3688741210434172
********
epoch:14    time:2513.598960161209
train_loss: 0.3497528486229755
********
epoch:15    time:2612.02787232399
train_loss: 0.3295435375637478
********
epoch:16    time:2711.266691684723
train_loss: 0.3173548874479753
********
epoch:17    time:2809.66321849823
train_loss: 0.3141262476091032
********
epoch:18    time:2908.829698085785
train_loss: 0.3065429691363264
********
epoch:19    time:3006.1598279476166
train_loss: 0.28470559059469785
********
epoch:20    time:3104.8843817710876
train_loss: 0.2785771594003395
kappa: 0.5603939785302391

oa: 66.94102719907407

********
epoch:21    time:4337.336000442505
train_loss: 0.28171162362451907
********
epoch:22    time:4432.595345020294
train_loss: 0.27929810324200877
********
epoch:23    time:4528.120348930359
train_loss: 0.27136202018570016
********
epoch:24    time:4624.015613555908
train_loss: 0.2512414201542183
********
epoch:25    time:4719.28653550148
train_loss: 0.23955633187735523
********
epoch:26    time:4813.548985004425
train_loss: 0.24137120611137813
********
epoch:27    time:4909.64799451828
train_loss: 0.22642001923587587
********
epoch:28    time:5005.081078052521
train_loss: 0.2188087166459472
********
epoch:29    time:5101.564964532852
train_loss: 0.22787192629443276
********
epoch:30    time:5197.519143342972
train_loss: 0.213499725692802
kappa: 0.5825690772461171

oa: 68.64853020833334

********
epoch:31    time:6422.294950008392
train_loss: 0.20506536463896433
********
epoch:32    time:6518.243315458298
train_loss: 0.20041329855168308
********
epoch:33    time:6614.860150575638
train_loss: 0.1922539941690586
********
epoch:34    time:6711.789077997208
train_loss: 0.19157962611428014
********
epoch:35    time:6809.097162723541
train_loss: 0.18487574463641201
********
epoch:36    time:6906.6795909404755
train_loss: 0.17943746210248382
********
epoch:37    time:7004.129531145096
train_loss: 0.1705668345093727
********
epoch:38    time:7101.963849544525
train_loss: 0.16767146797091873
********
epoch:39    time:7199.241595745087
train_loss: 0.16051671198672718
********
epoch:40    time:7296.282748699188
train_loss: 0.15892728928614547
resume from 40
