********
epoch:1    time:392.3324055671692
train_loss: 1.1136154333750408
********
epoch:2    time:487.52054738998413
train_loss: 0.82396192462356
********
epoch:3    time:588.9165332317352
train_loss: 0.7073757516013252
********
epoch:4    time:694.9899680614471
train_loss: 0.6282927294572195
********
epoch:5    time:805.4564423561096
train_loss: 0.5755945598637616
********
epoch:6    time:909.8981585502625
train_loss: 0.5476956654478002
********
epoch:7    time:1020.9340400695801
train_loss: 0.5163874079783758
********
epoch:8    time:1134.3553686141968
train_loss: 0.48013664340531387
********
epoch:9    time:1244.6847820281982
train_loss: 0.4527765683553837
********
epoch:10    time:1358.175134420395
train_loss: 0.45168677910610483
kappa: 0.6077636474484235

oa: 70.690553125

********
epoch:11    time:2937.1395785808563
train_loss: 0.42887685144389115
********
epoch:12    time:3032.0385694503784
train_loss: 0.4144518623749415
********
epoch:13    time:3151.8792552948
train_loss: 0.3912103154041149
********
epoch:14    time:3268.960525035858
train_loss: 0.37746310896343654
********
epoch:15    time:3387.668389558792
train_loss: 0.364465891763016
********
epoch:16    time:3509.801385164261
train_loss: 0.34770807016778876
********
epoch:17    time:3632.3634707927704
train_loss: 0.3379857727774867
********
epoch:18    time:3757.0683290958405
train_loss: 0.34533099167876774
********
epoch:19    time:3881.9964351654053
train_loss: 0.3216047182127281
resume from 19
********
epoch:20    time:122.19433307647705
train_loss: 0.33371254912129156
********
epoch:21    time:212.75489044189453
train_loss: 0.31599435762122824
********
epoch:22    time:304.120831489563
train_loss: 0.2896552659847118
********
epoch:23    time:393.76613759994507
train_loss: 0.2826472335943469
********
epoch:24    time:484.5380458831787
train_loss: 0.2760148870724219
********
epoch:25    time:574.7742445468903
train_loss: 0.26282795049526075
********
epoch:26    time:665.3305397033691
train_loss: 0.2692205152577824
********
epoch:27    time:755.8213832378387
train_loss: 0.2546108963864821
********
epoch:28    time:845.8860673904419
train_loss: 0.23029497376194707
********
epoch:29    time:936.6833896636963
train_loss: 0.22455599048623331
kappa: 0.7102082930690153

oa: 78.49703958333333

********
