********
epoch:1    time:120.83524107933044
train_loss: 1.1036680980964944
********
epoch:2    time:214.02253794670105
train_loss: 0.8171776610392111
********
epoch:3    time:312.51310992240906
train_loss: 0.7052227369061222
********
epoch:4    time:434.0698244571686
train_loss: 0.6353338305596952
********
epoch:5    time:554.2156240940094
train_loss: 0.5846148983195976
********
epoch:6    time:677.6072180271149
train_loss: 0.5510774287912581
********
epoch:7    time:803.2731363773346
train_loss: 0.517660649838271
********
epoch:8    time:929.859411239624
train_loss: 0.49354251005031446
********
epoch:9    time:1053.6599974632263
train_loss: 0.4879171771031839
********
epoch:10    time:1181.0077550411224
train_loss: 0.4423778228185795
kappa: 0.5948462153987557

oa: 69.7091525462963

********
epoch:11    time:2672.0709025859833
train_loss: 0.43579051340067826
********
epoch:12    time:2769.586430311203
train_loss: 0.4147300620873769
********
epoch:13    time:2895.614762544632
train_loss: 0.40609016241850676
********
epoch:14    time:3021.7025055885315
train_loss: 0.3818089360440219
********
epoch:15    time:3149.8152577877045
train_loss: 0.395922984789919
********
epoch:16    time:3277.448139190674
train_loss: 0.380581889991407
********
epoch:17    time:3406.8128159046173
train_loss: 0.3645263441182949
********
epoch:18    time:3531.9811425209045
train_loss: 0.3521598494715161
********
epoch:19    time:3659.6435120105743
train_loss: 0.3451411613711604
********
epoch:20    time:3786.948653459549
train_loss: 0.3235904723405838
kappa: 0.6666653546473249

oa: 75.17677488425926

********
epoch:21    time:5288.507618665695
train_loss: 0.3046897776700832
********
epoch:22    time:5388.616897106171
train_loss: 0.2970640921482333
********
epoch:23    time:5514.612952947617
train_loss: 0.2808388524033405
********
epoch:24    time:5643.2858719825745
train_loss: 0.27918141224869975
********
epoch:25    time:5772.118104696274
train_loss: 0.27292690177758533
********
epoch:26    time:5898.704667806625
train_loss: 0.2792935548005281
********
epoch:27    time:6024.873881101608
train_loss: 0.2642593789431784
********
epoch:28    time:6152.071937799454
train_loss: 0.25159693647314
********
epoch:29    time:6279.948746204376
train_loss: 0.23409625667112846
********
epoch:30    time:6406.612627983093
train_loss: 0.21917041584297461
kappa: 0.7148305601802455

oa: 78.80991296296297

********
epoch:31    time:7901.2382209300995
train_loss: 0.2114564401132089
********
epoch:32    time:8000.7851939201355
train_loss: 0.21243527779976526
********
epoch:33    time:8127.090009212494
train_loss: 0.20435005674759546
********
epoch:34    time:8255.295597791672
train_loss: 0.1935137383363865
********
epoch:35    time:8382.235157966614
train_loss: 0.1848384553083667
********
epoch:36    time:8510.991217374802
train_loss: 0.19125698810374295
********
epoch:37    time:8636.619145393372
train_loss: 0.21448217111605186
********
epoch:38    time:8765.72760605812
train_loss: 0.17856705299130193
********
epoch:39    time:8892.447677612305
train_loss: 0.16317636464481
********
epoch:40    time:9020.566023111343
train_loss: 0.15551197363270652
kappa: 0.7414375775889557

oa: 80.7836818287037

********
epoch:41    time:10531.005381584167
train_loss: 0.14909183703086995
********
epoch:42    time:10631.343569755554
train_loss: 0.14710027862478187
********
epoch:43    time:10756.536947727203
train_loss: 0.14035473888119063
********
epoch:44    time:10884.590480804443
train_loss: 0.1447206005730011
********
epoch:45    time:11012.590925693512
train_loss: 0.1685444861650467
********
epoch:46    time:11140.954270124435
train_loss: 0.1664014337239442
********
epoch:47    time:11269.31778049469
train_loss: 0.1456892575930666
update learning rate: 0.000200 -> 0.000040
********
epoch:48    time:11398.113764762878
train_loss: 0.12201951181998959
********
epoch:49    time:11524.200331449509
train_loss: 0.11573142268591458
********
epoch:50    time:11653.543637752533
train_loss: 0.11280103966041848
kappa: 0.7644769259062022

oa: 82.5507511574074

********
epoch:51    time:13174.321740150452
train_loss: 0.1109639391027115
********
epoch:52    time:13276.762503385544
train_loss: 0.11027638062282845
********
epoch:53    time:13401.540441989899
train_loss: 0.10731105327054306
********
epoch:54    time:13529.716162204742
train_loss: 0.10565166354731277
********
epoch:55    time:13657.636708259583
train_loss: 0.10550218406650755
********
epoch:56    time:13786.618813753128
train_loss: 0.10316306959699702
********
epoch:57    time:13913.899614572525
train_loss: 0.10244388257463773
********
epoch:58    time:14042.836794614792
train_loss: 0.10201469243124679
********
epoch:59    time:14171.829143047333
train_loss: 0.10044289104364536
********
epoch:60    time:14303.470477581024
train_loss: 0.09924024771209117
kappa: 0.7687237495983851

oa: 82.87449421296297

********
epoch:61    time:15886.080951929092
train_loss: 0.09857974601564584
********
epoch:62    time:15986.321847438812
train_loss: 0.09810779630034058
********
epoch:63    time:16110.204400062561
train_loss: 0.09709345411371302
********
epoch:64    time:16237.370326280594
train_loss: 0.09542292108138402
********
epoch:65    time:16364.276063680649
train_loss: 0.09670129652928423
********
epoch:66    time:16491.15274453163
train_loss: 0.09452046854076562
********
epoch:67    time:16616.454283714294
train_loss: 0.09436310496595171
********
epoch:68    time:16742.69861650467
train_loss: 0.09206577735366644
********
epoch:69    time:16868.217860221863
train_loss: 0.09222169110068569
